,Batch,Cell,Cell_line,Fullname,Place,Platform,Protocol,Protocol2,Read_type,Well,repeat
CL100022777_L01_29,K562_A2_S100_B,29,K562,K562_A2_S100_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_30,K562_A2_S100_B,30,K562,K562_A2_S100_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_31,K562_A2_S100_B,31,K562,K562_A2_S100_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_32,K562_A2_S100_B,32,K562,K562_A2_S100_B_32,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_33,K562_A2_S100_B,33,K562,K562_A2_S100_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_34,K562_A2_S100_B,34,K562,K562_A2_S100_B_34,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_35,K562_A2_S100_B,35,K562,K562_A2_S100_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_36,K562_A2_S100_B,36,K562,K562_A2_S100_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_37,K562_A2_S100_B,37,K562,K562_A2_S100_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_39,K562_A2_S100_B,39,K562,K562_A2_S100_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_40,K562_A2_S100_B,40,K562,K562_A2_S100_B_40,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_41,K562_A2_S100_B,41,K562,K562_A2_S100_B_41,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_42,K562_A2_S100_B,42,K562,K562_A2_S100_B_42,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_43,K562_A2_S100_B,43,K562,K562_A2_S100_B_43,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_44,K562_A2_S100_B,44,K562,K562_A2_S100_B_44,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_45,K562_A2_S100_B,45,K562,K562_A2_S100_B_45,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_46,K562_A2_S100_B,46,K562,K562_A2_S100_B_46,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_47,K562_A2_S100_B,47,K562,K562_A2_S100_B_47,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100022777_L01_48,K562_A2_S100_B,48,K562,K562_A2_S100_B_48,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Seuqencing rep2,SE100,UNK,K562 Seuqencing rep2
CL100020213_L02_1,K562_B_S50_B,49,K562,K562_B_S50_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_2,K562_B_S50_B,50,K562,K562_B_S50_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_3,K562_B_S50_B,51,K562,K562_B_S50_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_4,K562_B_S50_B,52,K562,K562_B_S50_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_5,K562_B_S50_B,53,K562,K562_B_S50_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_7,K562_B_S50_B,55,K562,K562_B_S50_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_8,K562_B_S50_B,56,K562,K562_B_S50_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_9,K562_B_S50_B,57,K562,K562_B_S50_B_09,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_10,K562_B_S50_B,58,K562,K562_B_S50_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_11,K562_B_S50_B,59,K562,K562_B_S50_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_12,K562_B_S50_B,60,K562,K562_B_S50_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_13,K562_B_S50_B,61,K562,K562_B_S50_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_14,K562_B_S50_B,49,K562,K562_B_S50_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_15,K562_B_S50_B,50,K562,K562_B_S50_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_16,K562_B_S50_B,51,K562,K562_B_S50_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_17,K562_B_S50_B,52,K562,K562_B_S50_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_18,K562_B_S50_B,53,K562,K562_B_S50_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_20,K562_B_S50_B,55,K562,K562_B_S50_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_21,K562_B_S50_B,56,K562,K562_B_S50_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_22,K562_B_S50_B,57,K562,K562_B_S50_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_23,K562_B_S50_B,58,K562,K562_B_S50_B_23,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_24,K562_B_S50_B,59,K562,K562_B_S50_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_25,K562_B_S50_B,60,K562,K562_B_S50_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_26,K562_B_S50_B,61,K562,K562_B_S50_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_27,K562_B_S50_B,49,K562,K562_B_S50_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_28,K562_B_S50_B,50,K562,K562_B_S50_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_29,K562_B_S50_B,51,K562,K562_B_S50_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_30,K562_B_S50_B,52,K562,K562_B_S50_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_31,K562_B_S50_B,53,K562,K562_B_S50_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_33,K562_B_S50_B,55,K562,K562_B_S50_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_34,K562_B_S50_B,56,K562,K562_B_S50_B_34,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_35,K562_B_S50_B,57,K562,K562_B_S50_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_36,K562_B_S50_B,58,K562,K562_B_S50_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_37,K562_B_S50_B,59,K562,K562_B_S50_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_38,K562_B_S50_B,60,K562,K562_B_S50_B_38,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100020213_L02_39,K562_B_S50_B,61,K562,K562_B_S50_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE50,UNK,K562 Library rep
CL100022456_L02_1,K562_B_S100_B,49,K562,K562_B_S100_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_2,K562_B_S100_B,50,K562,K562_B_S100_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_3,K562_B_S100_B,51,K562,K562_B_S100_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_4,K562_B_S100_B,52,K562,K562_B_S100_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_5,K562_B_S100_B,53,K562,K562_B_S100_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_7,K562_B_S100_B,55,K562,K562_B_S100_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_8,K562_B_S100_B,56,K562,K562_B_S100_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_9,K562_B_S100_B,57,K562,K562_B_S100_B_09,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_10,K562_B_S100_B,58,K562,K562_B_S100_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_11,K562_B_S100_B,59,K562,K562_B_S100_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_12,K562_B_S100_B,60,K562,K562_B_S100_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_13,K562_B_S100_B,61,K562,K562_B_S100_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_14,K562_B_S100_B,49,K562,K562_B_S100_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_15,K562_B_S100_B,50,K562,K562_B_S100_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_16,K562_B_S100_B,51,K562,K562_B_S100_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_17,K562_B_S100_B,52,K562,K562_B_S100_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_18,K562_B_S100_B,53,K562,K562_B_S100_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_20,K562_B_S100_B,55,K562,K562_B_S100_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_21,K562_B_S100_B,56,K562,K562_B_S100_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_22,K562_B_S100_B,57,K562,K562_B_S100_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_23,K562_B_S100_B,58,K562,K562_B_S100_B_23,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_24,K562_B_S100_B,59,K562,K562_B_S100_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_25,K562_B_S100_B,60,K562,K562_B_S100_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_26,K562_B_S100_B,61,K562,K562_B_S100_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_27,K562_B_S100_B,49,K562,K562_B_S100_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_28,K562_B_S100_B,50,K562,K562_B_S100_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_29,K562_B_S100_B,51,K562,K562_B_S100_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_30,K562_B_S100_B,52,K562,K562_B_S100_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_31,K562_B_S100_B,53,K562,K562_B_S100_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_33,K562_B_S100_B,55,K562,K562_B_S100_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_34,K562_B_S100_B,56,K562,K562_B_S100_B_34,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_35,K562_B_S100_B,57,K562,K562_B_S100_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_36,K562_B_S100_B,58,K562,K562_B_S100_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_37,K562_B_S100_B,59,K562,K562_B_S100_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_38,K562_B_S100_B,60,K562,K562_B_S100_B_38,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100022456_L02_39,K562_B_S100_B,61,K562,K562_B_S100_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,SE100,UNK,K562 Library rep
CL100036997_L02_1,K562_B_P100_B,49,K562,K562_B_P100_B_01,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_10,K562_B_P100_B,58,K562,K562_B_P100_B_10,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_11,K562_B_P100_B,59,K562,K562_B_P100_B_11,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_12,K562_B_P100_B,60,K562,K562_B_P100_B_12,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_13,K562_B_P100_B,61,K562,K562_B_P100_B_13,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_14,K562_B_P100_B,49,K562,K562_B_P100_B_14,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_15,K562_B_P100_B,50,K562,K562_B_P100_B_15,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_16,K562_B_P100_B,51,K562,K562_B_P100_B_16,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_17,K562_B_P100_B,52,K562,K562_B_P100_B_17,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_18,K562_B_P100_B,53,K562,K562_B_P100_B_18,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_2,K562_B_P100_B,50,K562,K562_B_P100_B_02,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_20,K562_B_P100_B,55,K562,K562_B_P100_B_20,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_21,K562_B_P100_B,56,K562,K562_B_P100_B_21,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_22,K562_B_P100_B,57,K562,K562_B_P100_B_22,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_23,K562_B_P100_B,58,K562,K562_B_P100_B_23,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_24,K562_B_P100_B,59,K562,K562_B_P100_B_24,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_25,K562_B_P100_B,60,K562,K562_B_P100_B_25,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_26,K562_B_P100_B,61,K562,K562_B_P100_B_26,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_27,K562_B_P100_B,49,K562,K562_B_P100_B_27,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_28,K562_B_P100_B,50,K562,K562_B_P100_B_28,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_29,K562_B_P100_B,51,K562,K562_B_P100_B_29,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_3,K562_B_P100_B,51,K562,K562_B_P100_B_03,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_30,K562_B_P100_B,52,K562,K562_B_P100_B_30,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_31,K562_B_P100_B,53,K562,K562_B_P100_B_31,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_33,K562_B_P100_B,55,K562,K562_B_P100_B_33,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_34,K562_B_P100_B,56,K562,K562_B_P100_B_34,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_35,K562_B_P100_B,57,K562,K562_B_P100_B_35,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_36,K562_B_P100_B,58,K562,K562_B_P100_B_36,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_37,K562_B_P100_B,59,K562,K562_B_P100_B_37,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_38,K562_B_P100_B,60,K562,K562_B_P100_B_38,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_39,K562_B_P100_B,61,K562,K562_B_P100_B_39,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_4,K562_B_P100_B,52,K562,K562_B_P100_B_04,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_5,K562_B_P100_B,53,K562,K562_B_P100_B_05,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_7,K562_B_P100_B,55,K562,K562_B_P100_B_07,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_8,K562_B_P100_B,56,K562,K562_B_P100_B_08,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
CL100036997_L02_9,K562_B_P100_B,57,K562,K562_B_P100_B_09,China,BGISEQ-500,Smart-Seq2,BGISEQ-500 K562 Library rep,PE100,UNK,K562 Library rep
FCHHLWGBBXX_L4_CWHPEI17050225,K562_A1_P101_H,1,K562,K562_A1_P101_H_01,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050226,K562_A1_P101_H,2,K562,K562_A1_P101_H_02,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050229,K562_A1_P101_H,5,K562,K562_A1_P101_H_05,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050230,K562_A1_P101_H,6,K562,K562_A1_P101_H_06,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050231,K562_A1_P101_H,7,K562,K562_A1_P101_H_07,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050232,K562_A1_P101_H,8,K562,K562_A1_P101_H_08,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050234,K562_A1_P101_H,10,K562,K562_A1_P101_H_10,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050236,K562_A1_P101_H,12,K562,K562_A1_P101_H_12,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050237,K562_A1_P101_H,13,K562,K562_A1_P101_H_13,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050238,K562_A1_P101_H,14,K562,K562_A1_P101_H_14,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050239,K562_A1_P101_H,15,K562,K562_A1_P101_H_15,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050240,K562_A1_P101_H,16,K562,K562_A1_P101_H_16,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050241,K562_A1_P101_H,17,K562,K562_A1_P101_H_17,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050242,K562_A1_P101_H,18,K562,K562_A1_P101_H_18,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050243,K562_A1_P101_H,19,K562,K562_A1_P101_H_19,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050244,K562_A1_P101_H,20,K562,K562_A1_P101_H_20,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050248,K562_A1_P101_H,24,K562,K562_A1_P101_H_24,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050249,K562_A1_P101_H,25,K562,K562_A1_P101_H_25,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
FCHHLWGBBXX_L4_CWHPEI17050250,K562_A1_P101_H,26,K562,K562_A1_P101_H_26,China,Hiseq4000,Smart-Seq2,Hiseq4000 K562 Sequencing rep1,PE101,UNK,K562 Sequencing rep1
